SCH_TIME,CARRIER,DEP_TIME,DEST,DISTANCE,FL_NUM,ORIGIN,WEATHER,WK_DAY,MTH_DAY,FL_STATUS
1500,US,1457,LGA,214,2176,DCA,0,3,7,delayed
1600,US,1600,LGA,214,2178,DCA,0,3,7,delayed
1700,US,1656,LGA,214,2180,DCA,0,3,7,ontime
1800,US,1758,LGA,214,2182,DCA,0,3,7,ontime
1900,US,1859,LGA,214,2184,DCA,0,3,7,ontime
2000,US,1959,LGA,214,2186,DCA,0,3,7,delayed
2100,US,2054,LGA,214,2188,DCA,0,3,7,ontime
700,RU,659,EWR,169,2703,BWI,0,3,7,ontime
1455,RU,1459,EWR,169,2403,BWI,0,3,7,ontime
1720,RU,1920,EWR,169,3372,BWI,0,3,7,delayed
1030,RU,1044,EWR,169,2303,BWI,0,3,7,delayed
1300,CO,1255,EWR,199,808,DCA,0,3,7,ontime
1900,CO,1948,EWR,199,816,DCA,0,3,7,delayed
1730,CO,1813,EWR,199,814,DCA,0,3,7,delayed
735,CO,728,EWR,199,806,DCA,0,3,7,ontime
840,DH,840,EWR,213,7299,IAD,0,3,7,ontime
1710,DH,1725,EWR,213,7302,IAD,0,3,7,ontime
1245,DH,1320,EWR,213,7303,IAD,0,3,7,delayed
2120,DH,2117,EWR,213,7304,IAD,0,3,7,ontime
630,DH,624,EWR,213,7305,IAD,0,3,7,ontime
1430,DH,1439,EWR,213,7307,IAD,0,3,7,ontime
1359,RU,1352,EWR,199,2216,DCA,0,3,7,ontime
700,RU,731,EWR,213,2855,IAD,0,3,7,delayed
1500,RU,1457,EWR,213,2156,IAD,0,3,7,delayed
900,RU,856,EWR,199,2582,DCA,0,3,7,ontime
1300,RU,1254,EWR,213,2367,IAD,0,3,7,ontime
1700,RU,1654,EWR,213,2497,IAD,0,3,7,ontime
1900,RU,1955,EWR,213,2385,IAD,0,3,7,delayed
645,RU,641,EWR,199,2761,DCA,0,3,7,ontime
2100,RU,2058,EWR,199,2879,DCA,0,3,7,ontime
1525,RU,1521,EWR,199,2261,DCA,0,3,7,ontime
1630,RU,1629,EWR,199,2181,DCA,0,3,7,ontime
1455,OH,1455,JFK,184,5935,BWI,0,4,8,ontime
1640,DH,1640,JFK,213,6155,DCA,0,4,8,delayed
1245,DH,1245,LGA,229,7208,IAD,0,4,8,ontime
1455,DH,1706,LGA,229,7211,IAD,0,4,8,delayed
1715,DH,1710,LGA,229,7215,IAD,0,4,8,delayed
2120,DH,2151,LGA,229,7684,IAD,0,4,8,delayed
640,DH,648,LGA,229,7790,IAD,0,4,8,ontime
1040,DH,1036,LGA,229,7792,IAD,0,4,8,ontime
840,DH,852,JFK,228,7800,IAD,0,4,8,ontime
1240,DH,1237,JFK,228,7806,IAD,0,4,8,ontime
1455,DH,1449,JFK,228,7808,IAD,0,4,8,ontime
1645,DH,1639,JFK,228,7810,IAD,0,4,8,ontime
1715,DH,1714,JFK,228,7812,IAD,0,4,8,ontime
2120,DH,2135,JFK,228,7814,IAD,0,4,8,ontime
1610,DH,1609,JFK,228,7816,IAD,0,4,8,ontime
1455,DL,1601,JFK,213,746,DCA,0,4,8,delayed
630,DL,628,LGA,214,1740,DCA,0,4,8,ontime
730,DL,728,LGA,214,1742,DCA,0,4,8,ontime
830,DL,828,LGA,214,1744,DCA,0,4,8,ontime
930,DL,931,LGA,214,1746,DCA,0,4,8,ontime
1030,DL,1030,LGA,214,1748,DCA,0,4,8,ontime
1130,DL,1129,LGA,214,1750,DCA,0,4,8,ontime
1230,DL,1231,LGA,214,1752,DCA,0,4,8,ontime
1330,DL,1328,LGA,214,1754,DCA,0,4,8,ontime
1430,DL,1430,LGA,214,1756,DCA,0,4,8,ontime
1530,DL,1533,LGA,214,1758,DCA,0,4,8,ontime
1630,DL,1630,LGA,214,1760,DCA,0,4,8,ontime
1730,DL,1731,LGA,214,1762,DCA,0,4,8,ontime
1830,DL,1833,LGA,214,1764,DCA,0,4,8,ontime
1930,DL,1928,LGA,214,1766,DCA,0,4,8,ontime
2030,DL,2027,LGA,214,1768,DCA,0,4,8,ontime
1530,MQ,1524,JFK,213,4752,DCA,0,4,8,ontime
600,MQ,552,JFK,213,4760,DCA,0,4,8,ontime
1830,MQ,1844,JFK,213,4784,DCA,0,4,8,ontime
700,MQ,722,LGA,214,4952,DCA,0,4,8,ontime
800,MQ,759,LGA,214,4954,DCA,0,4,8,ontime
900,MQ,856,LGA,214,4956,DCA,0,4,8,ontime
1100,MQ,1050,LGA,214,4960,DCA,0,4,8,ontime
1300,MQ,1256,LGA,214,4964,DCA,0,4,8,ontime
1400,MQ,1353,LGA,214,4966,DCA,0,4,8,ontime
1500,MQ,1457,LGA,214,4968,DCA,0,4,8,ontime
1600,MQ,1557,LGA,214,4970,DCA,0,4,8,ontime
1900,MQ,1852,LGA,214,4976,DCA,0,4,8,ontime
850,UA,848,LGA,229,846,IAD,0,4,8,ontime
630,US,627,LGA,214,1479,DCA,0,4,8,ontime
700,US,658,LGA,214,2160,DCA,0,4,8,ontime
800,US,756,LGA,214,2162,DCA,0,4,8,ontime
900,US,856,LGA,214,2164,DCA,0,4,8,ontime
1000,US,958,LGA,214,2166,DCA,0,4,8,ontime
1100,US,1057,LGA,214,2168,DCA,0,4,8,ontime
1200,US,1157,LGA,214,2170,DCA,0,4,8,ontime
1300,US,1259,LGA,214,2172,DCA,0,4,8,ontime
1400,US,1408,LGA,214,2174,DCA,0,4,8,ontime
1500,US,1457,LGA,214,2176,DCA,0,4,8,ontime
1600,US,1557,LGA,214,2178,DCA,0,4,8,ontime
1700,US,1733,LGA,214,2180,DCA,0,4,8,delayed
1800,US,1758,LGA,214,2182,DCA,0,4,8,ontime
1900,US,1916,LGA,214,2184,DCA,0,4,8,delayed
2000,US,2031,LGA,214,2186,DCA,0,4,8,delayed
2100,US,2059,LGA,214,2188,DCA,0,4,8,ontime
1720,RU,1739,EWR,169,3372,BWI,0,4,8,ontime
1455,RU,1456,EWR,169,2403,BWI,0,4,8,ontime
1030,RU,1026,EWR,169,2303,BWI,0,4,8,ontime
700,RU,655,EWR,169,2703,BWI,0,4,8,ontime
1730,CO,1728,EWR,199,814,DCA,0,4,8,ontime
735,CO,734,EWR,199,806,DCA,0,4,8,ontime
1300,CO,1255,EWR,199,808,DCA,0,4,8,ontime
1900,CO,1854,EWR,199,816,DCA,0,4,8,ontime
840,DH,838,EWR,213,7299,IAD,0,4,8,ontime
1710,DH,1706,EWR,213,7302,IAD,0,4,8,ontime
1245,DH,1241,EWR,213,7303,IAD,0,4,8,ontime
2120,DH,2120,EWR,213,7304,IAD,0,4,8,ontime
630,DH,622,EWR,213,7305,IAD,0,4,8,ontime
1430,DH,1421,EWR,213,7307,IAD,0,4,8,ontime
1500,RU,1452,EWR,213,2156,IAD,0,4,8,ontime
1900,RU,1857,EWR,213,2385,IAD,0,4,8,ontime
1300,RU,1255,EWR,213,2692,IAD,0,4,8,ontime
1630,RU,1625,EWR,199,2181,DCA,0,4,8,ontime
645,RU,654,EWR,199,2761,DCA,0,4,8,delayed
1359,RU,1354,EWR,199,2216,DCA,0,4,8,ontime
700,RU,707,EWR,213,2855,IAD,0,4,8,ontime
1700,RU,1700,EWR,213,2497,IAD,0,4,8,ontime
900,RU,857,EWR,199,2582,DCA,0,4,8,ontime
2100,RU,2051,EWR,199,2879,DCA,0,4,8,ontime
1525,RU,1527,EWR,199,2261,DCA,0,4,8,ontime
1455,OH,1455,JFK,184,5935,BWI,0,5,9,ontime
1640,DH,1634,JFK,213,6155,DCA,0,5,9,ontime
1245,DH,1257,LGA,229,7208,IAD,0,5,9,ontime
1455,DH,1608,LGA,229,7211,IAD,0,5,9,delayed
1715,DH,2106,LGA,229,7215,IAD,0,5,9,delayed
2120,DH,2134,LGA,229,7684,IAD,0,5,9,ontime
640,DH,714,LGA,229,7790,IAD,0,5,9,delayed
1040,DH,1106,LGA,229,7792,IAD,0,5,9,ontime
840,DH,836,JFK,228,7800,IAD,0,5,9,delayed
1240,DH,1235,JFK,228,7806,IAD,0,5,9,ontime
1455,DH,1454,JFK,228,7808,IAD,0,5,9,ontime
1645,DH,1643,JFK,228,7810,IAD,0,5,9,ontime
1715,DH,1710,JFK,228,7812,IAD,0,5,9,ontime
2120,DH,2115,JFK,228,7814,IAD,0,5,9,ontime
1610,DH,1617,JFK,228,7816,IAD,0,5,9,ontime
1455,DL,1506,JFK,213,746,DCA,0,5,9,ontime
630,DL,629,LGA,214,1740,DCA,0,5,9,ontime
730,DL,730,LGA,214,1742,DCA,0,5,9,delayed
830,DL,832,LGA,214,1744,DCA,0,5,9,ontime
930,DL,930,LGA,214,1746,DCA,0,5,9,ontime
1030,DL,1032,LGA,214,1748,DCA,0,5,9,ontime
1130,DL,1131,LGA,214,1750,DCA,0,5,9,ontime
1230,DL,1228,LGA,214,1752,DCA,0,5,9,ontime
1330,DL,1329,LGA,214,1754,DCA,0,5,9,ontime
1430,DL,1432,LGA,214,1756,DCA,0,5,9,ontime
1530,DL,1530,LGA,214,1758,DCA,0,5,9,ontime
1630,DL,1633,LGA,214,1760,DCA,0,5,9,ontime
1730,DL,1735,LGA,214,1762,DCA,0,5,9,ontime
1830,DL,1829,LGA,214,1764,DCA,0,5,9,ontime
1930,DL,1931,LGA,214,1766,DCA,0,5,9,ontime
2030,DL,2030,LGA,214,1768,DCA,0,5,9,ontime
1530,MQ,1535,JFK,213,4752,DCA,0,5,9,ontime
600,MQ,558,JFK,213,4760,DCA,0,5,9,ontime
1830,MQ,1851,JFK,213,4784,DCA,0,5,9,delayed
800,MQ,843,LGA,214,4954,DCA,0,5,9,delayed
900,MQ,851,LGA,214,4956,DCA,0,5,9,ontime
1100,MQ,1141,LGA,214,4960,DCA,0,5,9,delayed
1300,MQ,1252,LGA,214,4964,DCA,0,5,9,ontime
1400,MQ,1359,LGA,214,4966,DCA,0,5,9,ontime
1500,MQ,1503,LGA,214,4968,DCA,0,5,9,ontime
1600,MQ,1618,LGA,214,4970,DCA,0,5,9,delayed
1700,MQ,1658,LGA,214,4972,DCA,0,5,9,ontime
1900,MQ,1916,LGA,214,4976,DCA,0,5,9,delayed
850,UA,904,LGA,229,846,IAD,0,5,9,delayed
630,US,629,LGA,214,1479,DCA,0,5,9,ontime
700,US,657,LGA,214,2160,DCA,0,5,9,ontime
800,US,756,LGA,214,2162,DCA,0,5,9,ontime
1000,US,958,LGA,214,2166,DCA,0,5,9,ontime
1100,US,1057,LGA,214,2168,DCA,0,5,9,ontime
1200,US,1155,LGA,214,2170,DCA,0,5,9,ontime
1300,US,1259,LGA,214,2172,DCA,0,5,9,ontime
1400,US,1357,LGA,214,2174,DCA,0,5,9,ontime
1500,US,1458,LGA,214,2176,DCA,0,5,9,ontime
1600,US,1555,LGA,214,2178,DCA,0,5,9,ontime
1700,US,1657,LGA,214,2180,DCA,0,5,9,ontime
1800,US,1757,LGA,214,2182,DCA,0,5,9,ontime
1900,US,1902,LGA,214,2184,DCA,0,5,9,ontime
2000,US,1956,LGA,214,2186,DCA,0,5,9,ontime
2100,US,2052,LGA,214,2188,DCA,0,5,9,ontime
1720,RU,1720,EWR,169,3372,BWI,0,5,9,ontime
1455,RU,1450,EWR,169,2403,BWI,0,5,9,ontime
1030,RU,1108,EWR,169,2303,BWI,0,5,9,delayed
700,RU,700,EWR,169,2703,BWI,0,5,9,ontime
1730,CO,1727,EWR,199,814,DCA,0,5,9,ontime
1900,CO,1858,EWR,199,816,DCA,0,5,9,ontime
1300,CO,1258,EWR,199,808,DCA,0,5,9,ontime
735,CO,732,EWR,199,806,DCA,0,5,9,ontime
840,DH,840,EWR,213,7299,IAD,0,5,9,ontime
1710,DH,1707,EWR,213,7302,IAD,0,5,9,ontime
1245,DH,1242,EWR,213,7303,IAD,0,5,9,ontime
2120,DH,2121,EWR,213,7304,IAD,0,5,9,ontime
630,DH,629,EWR,213,7305,IAD,0,5,9,ontime
1430,DH,1423,EWR,213,7307,IAD,0,5,9,ontime
1630,RU,1627,EWR,199,2181,DCA,0,5,9,ontime
1525,RU,1526,EWR,199,2261,DCA,0,5,9,ontime
1359,RU,1357,EWR,199,2216,DCA,0,5,9,ontime
700,RU,700,EWR,213,2855,IAD,0,5,9,delayed
1300,RU,1256,EWR,213,2692,IAD,0,5,9,ontime
1900,RU,1855,EWR,213,2385,IAD,0,5,9,ontime
1500,RU,1457,EWR,213,2156,IAD,0,5,9,ontime
900,RU,850,EWR,199,2582,DCA,0,5,9,ontime
2100,RU,2058,EWR,199,2879,DCA,0,5,9,ontime
1700,RU,1655,EWR,213,2497,IAD,0,5,9,ontime
645,RU,645,EWR,199,2761,DCA,0,5,9,ontime
1455,OH,1455,JFK,184,5935,BWI,0,6,10,ontime
1640,DH,1638,JFK,213,6155,DCA,0,6,10,delayed
1245,DH,1243,LGA,229,7208,IAD,0,6,10,ontime
1715,DH,1710,LGA,229,7215,IAD,0,6,10,ontime
2120,DH,2130,LGA,229,7684,IAD,0,6,10,ontime
840,DH,918,JFK,228,7800,IAD,0,6,10,delayed
1240,DH,1303,JFK,228,7806,IAD,0,6,10,delayed
1645,DH,1642,JFK,228,7810,IAD,0,6,10,ontime
1715,DH,1708,JFK,228,7812,IAD,0,6,10,ontime
2120,DH,2126,JFK,228,7814,IAD,0,6,10,ontime
1800,DH,1800,JFK,228,7818,IAD,0,6,10,ontime
1455,DL,1505,JFK,213,746,DCA,0,6,10,delayed
730,DL,729,LGA,214,1742,DCA,0,6,10,ontime
830,DL,832,LGA,214,1744,DCA,0,6,10,ontime
1030,DL,1028,LGA,214,1748,DCA,0,6,10,ontime
1230,DL,1230,LGA,214,1752,DCA,0,6,10,ontime
1430,DL,1429,LGA,214,1756,DCA,0,6,10,ontime
1630,DL,1624,LGA,214,1760,DCA,0,6,10,ontime
1830,DL,1828,LGA,214,1764,DCA,0,6,10,ontime
2030,DL,2031,LGA,214,1768,DCA,0,6,10,ontime
1530,MQ,1529,JFK,213,4752,DCA,0,6,10,ontime
600,MQ,557,JFK,213,4760,DCA,0,6,10,delayed
1830,MQ,1826,JFK,213,4784,DCA,0,6,10,ontime
900,MQ,855,LGA,214,4956,DCA,0,6,10,ontime
1300,MQ,1309,LGA,214,4964,DCA,0,6,10,ontime
850,UA,850,LGA,229,846,IAD,0,6,10,ontime
700,US,655,LGA,214,2160,DCA,0,6,10,ontime
900,US,857,LGA,214,2164,DCA,0,6,10,ontime
1100,US,1056,LGA,214,2168,DCA,0,6,10,ontime
1300,US,1256,LGA,214,2172,DCA,0,6,10,ontime
1500,US,1458,LGA,214,2176,DCA,0,6,10,ontime
1700,US,1656,LGA,214,2180,DCA,0,6,10,ontime
1900,US,1854,LGA,214,2184,DCA,0,6,10,ontime
1720,RU,1723,EWR,169,3372,BWI,0,6,10,ontime
1455,RU,1450,EWR,169,2229,BWI,0,6,10,ontime
700,RU,657,EWR,169,2703,BWI,0,6,10,ontime
1030,RU,1030,EWR,169,2303,BWI,0,6,10,ontime
1300,CO,1254,EWR,199,808,DCA,0,6,10,ontime
840,DH,906,EWR,213,7299,IAD,0,6,10,ontime
1710,DH,1703,EWR,213,7302,IAD,0,6,10,ontime
1245,DH,1255,EWR,213,7303,IAD,0,6,10,ontime
2120,DH,2114,EWR,213,7304,IAD,0,6,10,ontime
1700,RU,1655,EWR,213,2497,IAD,0,6,10,ontime
700,RU,658,EWR,213,2855,IAD,0,6,10,ontime
1600,RU,1555,EWR,199,2361,DCA,0,6,10,ontime
1500,RU,1456,EWR,213,2156,IAD,0,6,10,ontime
645,RU,645,EWR,199,2761,DCA,0,6,10,ontime
1730,RU,1719,EWR,199,2097,DCA,0,6,10,ontime
1359,RU,1355,EWR,199,2216,DCA,0,6,10,ontime
930,RU,925,EWR,199,2582,DCA,0,6,10,ontime
1455,OH,1455,JFK,184,5935,BWI,0,7,11,ontime
1640,DH,1634,JFK,213,6155,DCA,0,7,11,ontime
1245,DH,1304,LGA,229,7208,IAD,0,7,11,ontime
1455,DH,1500,LGA,229,7211,IAD,0,7,11,ontime
1715,DH,1712,LGA,229,7215,IAD,0,7,11,ontime
2120,DH,2115,LGA,229,7684,IAD,0,7,11,ontime
840,DH,840,JFK,228,7800,IAD,0,7,11,ontime
1240,DH,1238,JFK,228,7806,IAD,0,7,11,ontime
1455,DH,1533,JFK,228,7808,IAD,0,7,11,delayed
1645,DH,1637,JFK,228,7810,IAD,0,7,11,ontime
1715,DH,1714,JFK,228,7812,IAD,0,7,11,ontime
2120,DH,2155,JFK,228,7814,IAD,0,7,11,delayed
1610,DH,1627,JFK,228,7816,IAD,0,7,11,ontime
1455,DL,1456,JFK,213,746,DCA,0,7,11,delayed
830,DL,829,LGA,214,1744,DCA,0,7,11,ontime
1030,DL,1028,LGA,214,1748,DCA,0,7,11,ontime
1130,DL,1130,LGA,214,1750,DCA,0,7,11,ontime
1230,DL,1231,LGA,214,1752,DCA,0,7,11,ontime
1330,DL,1327,LGA,214,1754,DCA,0,7,11,ontime
1430,DL,1430,LGA,214,1756,DCA,0,7,11,ontime
1530,DL,1529,LGA,214,1758,DCA,0,7,11,ontime
1630,DL,1628,LGA,214,1760,DCA,0,7,11,ontime
1730,DL,1732,LGA,214,1762,DCA,0,7,11,ontime
1830,DL,1842,LGA,214,1764,DCA,0,7,11,ontime
1930,DL,1928,LGA,214,1766,DCA,0,7,11,ontime
2030,DL,2032,LGA,214,1768,DCA,0,7,11,ontime
1530,MQ,1525,JFK,213,4752,DCA,0,7,11,ontime
600,MQ,552,JFK,213,4760,DCA,0,7,11,ontime
925,MQ,915,JFK,213,4771,DCA,0,7,11,ontime
1830,MQ,2015,JFK,213,4784,DCA,0,7,11,delayed
1300,MQ,1255,LGA,214,4964,DCA,0,7,11,delayed
1500,MQ,1456,LGA,214,4968,DCA,0,7,11,ontime
1700,MQ,1652,LGA,214,4972,DCA,0,7,11,ontime
1900,MQ,1900,LGA,214,4976,DCA,0,7,11,ontime
850,UA,848,LGA,229,846,IAD,0,7,11,ontime
900,US,858,LGA,214,2164,DCA,0,7,11,ontime
1000,US,957,LGA,214,2166,DCA,0,7,11,ontime
1100,US,1057,LGA,214,2168,DCA,0,7,11,ontime
1200,US,1202,LGA,214,2170,DCA,0,7,11,ontime
1300,US,1258,LGA,214,2172,DCA,0,7,11,ontime
1400,US,1350,LGA,214,2174,DCA,0,7,11,ontime
1500,US,1452,LGA,214,2176,DCA,0,7,11,ontime
1600,US,1556,LGA,214,2178,DCA,0,7,11,ontime
1700,US,1657,LGA,214,2180,DCA,0,7,11,ontime
1800,US,1753,LGA,214,2182,DCA,0,7,11,ontime
1900,US,1856,LGA,214,2184,DCA,0,7,11,ontime
2000,US,2002,LGA,214,2186,DCA,0,7,11,ontime
2100,US,2054,LGA,214,2188,DCA,0,7,11,ontime
1720,RU,1736,EWR,169,3372,BWI,0,7,11,ontime
1030,RU,1029,EWR,169,2303,BWI,0,7,11,ontime
1315,RU,1310,EWR,169,2703,BWI,0,7,11,ontime
1455,RU,1450,EWR,169,2403,BWI,0,7,11,ontime
1900,CO,1851,EWR,199,816,DCA,0,7,11,ontime
1300,CO,1255,EWR,199,1767,DCA,0,7,11,ontime
1630,CO,1623,EWR,199,810,DCA,0,7,11,ontime
840,DH,835,EWR,213,7299,IAD,0,7,11,ontime
1710,DH,1700,EWR,213,7302,IAD,0,7,11,ontime
1245,DH,1241,EWR,213,7303,IAD,0,7,11,ontime
2120,DH,2113,EWR,213,7304,IAD,0,7,11,ontime
1430,DH,1531,EWR,213,7307,IAD,0,7,11,delayed
2130,RU,2130,EWR,199,2879,DCA,0,7,11,ontime
845,RU,844,EWR,213,2254,IAD,0,7,11,ontime
1700,RU,1656,EWR,213,2497,IAD,0,7,11,ontime
1730,RU,1723,EWR,199,2097,DCA,0,7,11,ontime
1359,RU,1356,EWR,199,2216,DCA,0,7,11,ontime
930,RU,926,EWR,199,2582,DCA,0,7,11,ontime
1500,RU,1501,EWR,213,2156,IAD,0,7,11,ontime
1900,RU,1856,EWR,213,2385,IAD,0,7,11,ontime
1455,OH,1450,JFK,184,5935,BWI,0,1,12,ontime
1640,DH,1640,JFK,213,6155,DCA,0,1,12,ontime
1245,DH,1244,LGA,229,7208,IAD,0,1,12,ontime
1455,DH,1442,LGA,229,7211,IAD,0,1,12,ontime
1715,DH,1709,LGA,229,7215,IAD,0,1,12,ontime
2120,DH,2112,LGA,229,7684,IAD,0,1,12,ontime
640,DH,641,LGA,229,7790,IAD,0,1,12,delayed
1040,DH,1037,LGA,229,7792,IAD,0,1,12,ontime
840,DH,833,JFK,228,7800,IAD,0,1,12,ontime
1240,DH,1240,JFK,228,7806,IAD,0,1,12,ontime
1455,DH,1535,JFK,228,7808,IAD,0,1,12,delayed
1645,DH,1638,JFK,228,7810,IAD,0,1,12,ontime
1715,DH,1710,JFK,228,7812,IAD,0,1,12,ontime
2120,DH,2112,JFK,228,7814,IAD,0,1,12,ontime
1455,DL,1451,JFK,213,746,DCA,0,1,12,ontime
630,DL,630,LGA,214,1740,DCA,0,1,12,ontime
730,DL,733,LGA,214,1742,DCA,0,1,12,ontime
830,DL,830,LGA,214,1744,DCA,0,1,12,ontime
930,DL,1004,LGA,214,1746,DCA,0,1,12,delayed
1030,DL,1028,LGA,214,1748,DCA,0,1,12,ontime
1130,DL,1131,LGA,214,1750,DCA,0,1,12,ontime
1230,DL,1230,LGA,214,1752,DCA,0,1,12,ontime
1330,DL,1328,LGA,214,1754,DCA,0,1,12,ontime
1430,DL,1432,LGA,214,1756,DCA,0,1,12,ontime
1530,DL,1529,LGA,214,1758,DCA,0,1,12,ontime
1630,DL,1630,LGA,214,1760,DCA,0,1,12,ontime
1730,DL,1728,LGA,214,1762,DCA,0,1,12,ontime
1830,DL,1830,LGA,214,1764,DCA,0,1,12,ontime
1930,DL,1929,LGA,214,1766,DCA,0,1,12,ontime
2030,DL,2029,LGA,214,1768,DCA,0,1,12,ontime
1530,MQ,1527,JFK,213,4752,DCA,0,1,12,ontime
600,MQ,553,JFK,213,4760,DCA,0,1,12,ontime
1830,MQ,1820,JFK,213,4784,DCA,0,1,12,ontime
700,MQ,654,LGA,214,4952,DCA,0,1,12,delayed
800,MQ,756,LGA,214,4954,DCA,0,1,12,ontime
900,MQ,855,LGA,214,4956,DCA,0,1,12,ontime
1100,MQ,1053,LGA,214,4960,DCA,0,1,12,ontime
1300,MQ,1258,LGA,214,4964,DCA,0,1,12,ontime
1500,MQ,1450,LGA,214,4968,DCA,0,1,12,ontime
1600,MQ,1552,LGA,214,4970,DCA,0,1,12,ontime
1700,MQ,1647,LGA,214,4972,DCA,0,1,12,ontime
1900,MQ,1903,LGA,214,4976,DCA,0,1,12,ontime
850,UA,848,LGA,229,846,IAD,0,1,12,ontime
630,US,628,LGA,214,1479,DCA,0,1,12,ontime
700,US,657,LGA,214,2160,DCA,0,1,12,delayed
800,US,758,LGA,214,2162,DCA,0,1,12,ontime
900,US,857,LGA,214,2164,DCA,0,1,12,ontime
1000,US,955,LGA,214,2166,DCA,0,1,12,ontime
1100,US,1058,LGA,214,2168,DCA,0,1,12,delayed
1200,US,1156,LGA,214,2170,DCA,0,1,12,ontime
1300,US,1256,LGA,214,2172,DCA,0,1,12,ontime
1400,US,1358,LGA,214,2174,DCA,0,1,12,ontime
1500,US,1458,LGA,214,2176,DCA,0,1,12,ontime
1600,US,1559,LGA,214,2178,DCA,0,1,12,ontime
1700,US,1656,LGA,214,2180,DCA,0,1,12,delayed
1800,US,1756,LGA,214,2182,DCA,0,1,12,ontime
1900,US,1858,LGA,214,2184,DCA,0,1,12,ontime
2000,US,1958,LGA,214,2186,DCA,0,1,12,ontime
2100,US,2056,LGA,214,2188,DCA,0,1,12,ontime
700,RU,656,EWR,169,2703,BWI,0,1,12,ontime
1455,RU,1509,EWR,169,2403,BWI,0,1,12,delayed
1720,RU,1720,EWR,169,3372,BWI,0,1,12,ontime
1030,RU,1040,EWR,169,2303,BWI,0,1,12,ontime
735,CO,729,EWR,199,806,DCA,0,1,12,ontime
1300,CO,1257,EWR,199,808,DCA,0,1,12,ontime
1730,CO,1732,EWR,199,814,DCA,0,1,12,delayed
1900,CO,1852,EWR,199,816,DCA,0,1,12,ontime
840,DH,831,EWR,213,7299,IAD,0,1,12,ontime
1710,DH,1710,EWR,213,7302,IAD,0,1,12,ontime
1245,DH,1359,EWR,213,7303,IAD,0,1,12,delayed
2120,DH,2112,EWR,213,7304,IAD,0,1,12,ontime
630,DH,622,EWR,213,7305,IAD,0,1,12,ontime
1430,DH,1421,EWR,213,7307,IAD,0,1,12,ontime
1359,RU,1348,EWR,199,2216,DCA,0,1,12,ontime
900,RU,858,EWR,199,2582,DCA,0,1,12,ontime
1525,RU,1519,EWR,199,2261,DCA,0,1,12,ontime
1700,RU,1649,EWR,213,2497,IAD,0,1,12,ontime
1900,RU,1857,EWR,213,2385,IAD,0,1,12,ontime
2100,RU,2056,EWR,199,2879,DCA,0,1,12,ontime
1300,RU,1253,EWR,213,2692,IAD,0,1,12,ontime
645,RU,651,EWR,199,2761,DCA,0,1,12,ontime
1630,RU,1622,EWR,199,2181,DCA,0,1,12,ontime
700,RU,657,EWR,213,2855,IAD,0,1,12,ontime
1500,RU,1456,EWR,213,2156,IAD,0,1,12,ontime
1455,OH,1453,JFK,184,5935,BWI,0,2,13,ontime
1640,DH,1639,JFK,213,6155,DCA,0,2,13,ontime
1245,DH,1238,LGA,229,7208,IAD,0,2,13,ontime
1715,DH,1922,LGA,229,7215,IAD,0,2,13,delayed
2120,DH,2124,LGA,229,7684,IAD,0,2,13,ontime
640,DH,655,LGA,229,7790,IAD,0,2,13,delayed
1040,DH,1038,LGA,229,7792,IAD,0,2,13,ontime
840,DH,833,JFK,228,7800,IAD,0,2,13,ontime
1240,DH,1236,JFK,228,7806,IAD,0,2,13,ontime
1455,DH,1450,JFK,228,7808,IAD,0,2,13,ontime
1645,DH,1640,JFK,228,7810,IAD,0,2,13,ontime
1715,DH,1713,JFK,228,7812,IAD,0,2,13,ontime
2120,DH,2125,JFK,228,7814,IAD,0,2,13,ontime
1610,DH,1642,JFK,228,7816,IAD,0,2,13,delayed
1455,DL,1453,JFK,213,746,DCA,0,2,13,ontime
630,DL,629,LGA,214,1740,DCA,0,2,13,ontime
730,DL,729,LGA,214,1742,DCA,0,2,13,ontime
830,DL,831,LGA,214,1744,DCA,0,2,13,ontime
930,DL,929,LGA,214,1746,DCA,0,2,13,ontime
1030,DL,1029,LGA,214,1748,DCA,0,2,13,ontime
1130,DL,1128,LGA,214,1750,DCA,0,2,13,ontime
1230,DL,1228,LGA,214,1752,DCA,0,2,13,ontime
1330,DL,1329,LGA,214,1754,DCA,0,2,13,ontime
1430,DL,1429,LGA,214,1756,DCA,0,2,13,ontime
1530,DL,1529,LGA,214,1758,DCA,0,2,13,ontime
1630,DL,1634,LGA,214,1760,DCA,0,2,13,delayed
1730,DL,1733,LGA,214,1762,DCA,0,2,13,ontime
1830,DL,1830,LGA,214,1764,DCA,0,2,13,ontime
1930,DL,1930,LGA,214,1766,DCA,0,2,13,ontime
2030,DL,2028,LGA,214,1768,DCA,0,2,13,delayed
1530,MQ,1516,JFK,213,4752,DCA,0,2,13,ontime
600,MQ,553,JFK,213,4760,DCA,0,2,13,ontime
1830,MQ,1851,JFK,213,4784,DCA,0,2,13,delayed
700,MQ,650,LGA,214,4952,DCA,0,2,13,ontime
800,MQ,755,LGA,214,4954,DCA,0,2,13,ontime
900,MQ,851,LGA,214,4956,DCA,0,2,13,ontime
1100,MQ,1050,LGA,214,4960,DCA,0,2,13,ontime
1300,MQ,1248,LGA,214,4964,DCA,0,2,13,ontime
1400,MQ,1401,LGA,214,4966,DCA,0,2,13,ontime
1500,MQ,1453,LGA,214,4968,DCA,0,2,13,ontime
